%eval_id interface         m_root          m_top         p_root          p_top         t_root          t_top    my_function  my_constraint 
35           NO_ID  0.04992475132  0.03529551161   0.3466546744   0.4251131878   0.1420715069    0.105816293    0.014421126    -0.16852468 
36           NO_ID  0.02459755634  0.01112943525   0.3096729958   0.4740396436   0.1095016024   0.1034323641   0.0058062966     0.07616869 
37           NO_ID 0.005530767262 0.005605368458   0.3377107268   0.3041859577    0.133687125  0.09950931193   0.0031498871     0.19019401 
38           NO_ID 0.009289753767  0.03289156753   0.3343020674   0.4148467934  0.09052000871    0.139786381   0.0073201163     0.05459863 
39           NO_ID  0.03550350914 0.007478199996   0.4444293184   0.3235542599    0.106756279  0.09278180204   0.0070629544     0.02864021 
40           NO_ID  0.04553354559  0.03230077454   0.4164704594   0.4190117613  0.09073527996   0.1178502089    0.012721595    -0.12659943 
41           NO_ID  0.04175824541  0.03083064197   0.3823981373   0.3654936401   0.1330634877   0.1180376288    0.011936882    -0.10695958 
42           NO_ID  0.04173414283  0.02573855174   0.4513560914   0.3418285093  0.08411480533   0.1475332066    0.010983301    -0.08234173 
43           NO_ID  0.03614571951 0.001107751555   0.3719215614   0.4856826595   0.1389603546   0.1066802723   0.0064480915     0.05373812 
44           NO_ID  0.04666911939  0.01788951013      0.3759868    0.410147695  0.09830854248   0.1416734128    0.010427603    -0.06973326 
45           NO_ID  0.03932064902  0.01214800184   0.3858678521   0.4809903405   0.1166282312   0.1106821655   0.0083947238    -0.01239538 
46           NO_ID  0.03939718641  0.04851196716   0.4625279225   0.3067938517   0.1444928617    0.131527226    0.015351472    -0.17962795 
47           NO_ID  0.03434779306   0.0333579055   0.4852706591   0.3439668194    0.132616582  0.09689409635    0.011258668    -0.08720082 
48           NO_ID  0.01362672386  0.02434790301   0.3608234712   0.3600808045   0.1423285341   0.0856733917   0.0062564784     0.07141948 
49           NO_ID 0.009067309442  0.04426979965   0.4700907343    0.414971259   0.1226825662  0.08588975951   0.0091751842     0.00439873 
50           NO_ID 0.006562959546 0.003661082128   0.4272292948   0.4427576853   0.1249457141   0.1126160766   0.0031426107     0.18971822 
51           NO_ID  0.02222565123 0.009542191219   0.4146753935            0.5   0.1155238574   0.1149951501   0.0056682997     0.08157739 
52           NO_ID  0.04650021512  0.02417220544            0.3   0.4089308872   0.1091616267   0.1194528499    0.010927178    -0.08366984 
53           NO_ID  0.04434527018  0.03330487324   0.3846001299   0.4073616424    0.103739933   0.1480436204     0.01308119    -0.13185132 
54           NO_ID 0.007399935832  0.02288310885   0.3540967233   0.3208728733   0.1221554707   0.1484008695    0.005576056     0.10561714 
55           NO_ID 0.001717214456  0.03342811773   0.4005418324   0.3855640042  0.09365321862   0.1182957466   0.0063286461     0.09326214 
56           NO_ID 0.0002733332402  0.03482190293   0.4158894566   0.4857192323   0.1277288243   0.1156253781   0.0071427701     0.07436895 
57           NO_ID  0.03686693095  0.02417980239   0.3802552433            0.5   0.1249049471           0.08    0.010025968    -0.05661863 
58           NO_ID  0.03148062584  0.02207826669   0.4549569122   0.3361626872   0.1476684611   0.1209094551   0.0090434821    -0.02720582 
59           NO_ID 0.008017124856  0.01749173394   0.3456472529   0.4012058129  0.08858891149   0.1096853549   0.0046216818     0.13214344 
60           NO_ID  0.02637560624  0.02614612763   0.4633119546     0.39406942   0.1117820888  0.09951937461   0.0085448241    -0.01017904 
61           NO_ID  0.03093606388  0.03619731713    0.478350615   0.4113991952     0.13564574   0.1002590622    0.011537358     -0.0888266 
62           NO_ID  0.02994098712  0.02887334072   0.3634083726    0.302487043   0.0941627314   0.1013285463   0.0086836051    -0.01405942 
63           NO_ID  0.04098996926 0.001815369757   0.3010988166    0.483344365   0.1376793089  0.09635243492   0.0069274707     0.03709954 
64           NO_ID  0.04225076658  0.04349426789   0.4872289859            0.5  0.08024759014   0.1044455138    0.015438965     -0.1806401 
65           NO_ID  0.03632743408  0.03701059385   0.4564966199   0.3843995835  0.08163767677   0.1324665932    0.012129316    -0.10393685 
66           NO_ID  0.04770591291  0.03788076436   0.3007372892   0.3990006247    0.133165795    0.105158339    0.013892126    -0.15426993 
67           NO_ID  0.02862375072  0.02996780765   0.3297228756   0.4280088182  0.09427461979    0.101566912   0.0090730861    -0.02125663 
68           NO_ID  0.03880674743  0.03700304723   0.3634446472            0.5  0.09098223247   0.1185884365    0.012820791     -0.1192413 
69           NO_ID  0.02074629521  0.01286286379   0.3155373632    0.467516541  0.09197604823   0.1385204452   0.0056948485     0.08590293 
70           NO_ID  0.03537842397  0.03784215208   0.4126315057            0.5  0.08313778179  0.08349876172    0.011976412    -0.09921122 
71           NO_ID  0.01191293434  0.02678959373   0.4064575619   0.4302195386           0.15   0.1254693309   0.0070180618     0.05349034 
72           NO_ID  0.04006336074  0.03010174211   0.4397872792   0.4740696042  0.09561147043   0.1274722158    0.012020336    -0.10599309 
73           NO_ID  0.03549097572  0.03034044121    0.304756749   0.3160957232   0.1126004856  0.09745779423   0.0096939513     -0.0453819 
74           NO_ID 0.008353600033  0.03016606477   0.3411513511   0.3774733307   0.1072503968   0.1060327306   0.0064498829     0.07585853 
75           NO_ID  0.04813203121  0.03401557706   0.4706398328   0.3234116963   0.1374025592   0.1099722622    0.014120539     -0.1631642 
76           NO_ID  0.04075527386  0.03414980768   0.3262834557   0.4782585188   0.1350740533           0.15    0.013096628    -0.12761313 
77           NO_ID 0.006073180874  0.04496014383    0.440554557   0.3888310286   0.1105334883  0.08554031656   0.0086468402     0.02361846 
78           NO_ID  0.01536896265  0.01014956835   0.3248567582   0.3458299765   0.1364819913  0.08975066816   0.0045841327      0.1254586 
79           NO_ID  0.04471447823  0.01556027722   0.3655065123    0.401262588   0.1460970801    0.123201145   0.0099376766    -0.05648005 
80           NO_ID  0.04538277849  0.01803534986    0.328553119   0.3975556853   0.1312765715   0.1240146331    0.010127498    -0.06205064 
81           NO_ID  0.02209258405  0.03128017134   0.4484458176   0.3363966544   0.1288921544   0.1044955297   0.0086415643    -0.00630486 
82           NO_ID  0.03948636929           0.05   0.3695555462            0.5           0.15   0.1380535525    0.017282091    -0.21026194 
83           NO_ID  0.03667398855   0.0314466069   0.4182548472   0.4561590067   0.1079757182   0.1142029929    0.011383722    -0.08832633 
84           NO_ID 0.005246045331  0.02595644589   0.4037349341   0.4230228038   0.1090195526  0.08454009651   0.0055202497     0.10634822 
85           NO_ID  0.02095884325  0.03663430236   0.3223013772            0.5   0.1344977553           0.15    0.010553765    -0.04331231 
86           NO_ID  0.04227487431  0.02378605515   0.3381684702    0.459645548  0.09306048259   0.1141332925    0.010366367    -0.06718385 
87           NO_ID  0.03562343753  0.03482680395   0.4845588481   0.4658699546   0.1187873857    0.101560958    0.012298821    -0.11094922 
88           NO_ID  0.03334640992 0.002121889183   0.4707152163   0.4180938136   0.1129319866  0.08187155125   0.0062482394      0.0566113 
89           NO_ID  0.01066433123  0.01702577493   0.4524261224     0.32855344   0.1030330944   0.1031980494   0.0048428834     0.11950198 
90           NO_ID  0.03903030818  0.02087816924   0.4905304427   0.3660961668   0.1232953025  0.09989842148    0.010092036    -0.06193995 
91           NO_ID 0.001306647461  0.03388583361   0.4660378324   0.4549463507   0.1149517003  0.09159445844   0.0065885745     0.08497897 
92           NO_ID   0.0380846442  0.01390376585   0.3626785987   0.4423734325  0.09406221916   0.1217238785   0.0081952838    -0.00554138 
93           NO_ID 0.0002949309393  0.03359342231   0.4747547253   0.3476124266   0.1382177678   0.1205238244   0.0062797675     0.09554258 
94           NO_ID  0.04387679841   0.0404880372   0.3844197372   0.4508534964   0.0874426489   0.1011735004    0.013850277    -0.14770567 
95           NO_ID 0.007139802787  0.03366015973            0.3   0.4149518188   0.1120037901  0.09260280173   0.0069507072     0.06497604 
96           NO_ID  0.01682937327  0.02103789946   0.3018592413   0.4506439926   0.1142021572   0.1079303963   0.0062974142     0.06854501 
97           NO_ID   0.0122116309  0.03345324897   0.3516008987   0.3958507696  0.08364860497   0.1273688923   0.0075606974     0.04246488 
98           NO_ID  0.03805653976  0.01017217605   0.3381677456   0.4841961977   0.1390602487   0.1149477259   0.0079391021     0.00335732 
99           NO_ID  0.01690686345  0.02867860694   0.3668661024   0.3350953028   0.1453102983  0.08883464325   0.0073259426     0.03673872 
100          NO_ID  0.02993810962   0.0230127699   0.3101495414   0.3392238433   0.1092939163  0.08857638218   0.0077764494     0.01097783 
101          NO_ID  0.02640964323  0.03858333047   0.4541458734   0.4119252621  0.08483687426   0.1225166397    0.010820353    -0.06208533 
102          NO_ID  0.03522400484  0.03131359547   0.3930564413   0.4076447282  0.08819797569  0.09407805254    0.010360001       -0.06224 
103          NO_ID  0.01509079012  0.01577035865   0.4482524415   0.4609201649   0.1021770256  0.08889345713   0.0053722183     0.09524184 
104          NO_ID  0.02754833979   0.0367944236    0.339011957            0.5   0.1190841683   0.1082681743    0.011058031    -0.06715685 
105          NO_ID  0.02568426647  0.03653602901   0.4205952286   0.4857644115   0.0821564266   0.1062967236     0.01047592    -0.05252433 
106          NO_ID  0.04046659527              0   0.3752667821   0.4453795567           0.15  0.09114623834   0.0070331297     0.03573316 
107          NO_ID  0.03894613656   0.0366829549   0.4249148216            0.5   0.1139374733   0.1203371362    0.013389856    -0.13454258 
108          NO_ID  0.03022718299  0.02684059074   0.3530589677   0.4431666627   0.1091794147  0.09616406231   0.0090351012    -0.02392828 
109          NO_ID  0.01341554774 0.004415759185            0.3   0.4582442706   0.1183182154  0.09680742823   0.0037319888      0.1596424 
110          NO_ID  0.03327510819  0.01498473654   0.3392800567    0.484005483   0.1397052513   0.1200807052   0.0080090901     0.00270802 
111          NO_ID    0.017010178  0.01408843088   0.3002391353   0.4803675141   0.1074199389   0.1473001549   0.0056320559     0.09270939 
112          NO_ID  0.04716333799  0.04464661882   0.3017768552   0.3924798573   0.1262669305   0.1098099018    0.015138047    -0.17856216 
113          NO_ID  0.03715137828   0.0230885113   0.3504981742   0.3763517793   0.1147935281   0.1451541119   0.0096742688    -0.04419005 
114          NO_ID  0.01317480847  0.02078946426   0.3975594781   0.4594213105   0.1075495735   0.1072358785   0.0059110727     0.08318385 
115          NO_ID  0.03195617854  0.04043091301   0.3198602115   0.3129908467  0.09904811165   0.1046998311     0.01090373    -0.06986028 
116          NO_ID  0.04760356262   0.0320103503   0.3097121838   0.4717214899   0.1256669951   0.1093183645    0.013157326    -0.13755637 
117          NO_ID  0.03666124104  0.01746932504   0.3817132108   0.4368039468   0.1153431434   0.1218878564   0.0088062119    -0.02246004 
118          NO_ID 0.001006745688  0.03364260203   0.4792712093            0.5           0.08   0.1198732607   0.0067967004     0.08389449 
119          NO_ID 0.0001337552248  0.03638115244   0.3464747184   0.3385952261   0.1399406773   0.1261646368   0.0067547336     0.08374482 
120          NO_ID  0.03835256443  0.01709916888   0.3052169724   0.4607128174    0.118118547   0.1025259397   0.0085835336    -0.01726925 
121          NO_ID  0.02098983119  0.01675325667   0.3984552606            0.5  0.08087596722   0.1180653854   0.0063035847     0.06249395 
122          NO_ID           0.05  0.03492720758            0.3   0.4980942241   0.1284233075  0.09462537066    0.014143507    -0.16092294 
123          NO_ID  0.01347181362  0.02354491328            0.3    0.416888935   0.1200321812   0.1140822557   0.0062677963     0.07394394 
124          NO_ID  0.03152997014  0.03728555181     0.47437147   0.4259072367   0.1054762635    0.122643911    0.011870255    -0.09465981 
125          NO_ID  0.04808125948  0.02158154567   0.3797161876   0.3619436777   0.1460168276   0.1247446119    0.011591247    -0.10139197 
126          NO_ID  0.03515646528  0.02813330257   0.4747640747            0.3   0.1085654164   0.1029487556    0.010082756    -0.05875182 
127          NO_ID  0.03849074702  0.01283606544            0.3   0.3923705356    0.139912768    0.123610027   0.0081877867      -0.004161 
128          NO_ID  0.01075025891  0.02596305944   0.4919143632   0.3118079871   0.1489942422    0.109034142   0.0063285371     0.07266203 
129          NO_ID  0.04524896125  0.04244906384            0.5   0.3542259979   0.1109678323    0.115476394    0.015249739     -0.1840722 
130          NO_ID  0.04163185635  0.01714356198   0.3456932695   0.3889538084  0.08763149535    0.120613216   0.0089447089     -0.0287239 
131          NO_ID  0.04543503432 0.007565542087   0.3495978096   0.4635591039    0.132765455   0.1163133711   0.0087992661    -0.02317649 
132          NO_ID  0.03726052169  0.03176836365   0.3922267281   0.4279290167   0.1075808904           0.15    0.011706457    -0.09401745 
133          NO_ID  0.01170034151  0.01948923136   0.4525532709   0.3223911993  0.09885199447     0.10859636   0.0052793822     0.10402995 
134          NO_ID  0.04015215171   0.0356222202   0.4185255903   0.4528167497  0.08448079702  0.08940496157    0.012259943    -0.11166918 
135          NO_ID  0.04021378693  0.03457440299   0.3773535201    0.332734636   0.1053237577           0.15    0.012124144    -0.10697144 
136          NO_ID  0.04204895832  0.03573665499   0.3565114463            0.5   0.1283188243           0.08    0.013062226     -0.1312269 
137          NO_ID 0.006326345205  0.03813327448   0.4229786463   0.4756358039    0.102350444   0.1255651954   0.0083904099     0.03186828 
138          NO_ID  0.03663372761  0.04065135444   0.4339947729    0.390791216  0.08305918754   0.1286818014    0.012777783    -0.11780298 
139          NO_ID  0.04356650904           0.05   0.3744091671   0.4012234594     0.11443347  0.09449035352    0.015587239    -0.18352705 
140          NO_ID  0.04529654328   0.0293754893   0.4086034171   0.4090109474  0.09870219521   0.1368776637       0.012421    -0.11912298 
141          NO_ID  0.02593515609  0.00506695614            0.3   0.4726626617  0.09238500764   0.1451789001   0.0053424649     0.09625903 
142          NO_ID  0.01004904741  0.03818814124            0.3   0.3974923084   0.1068722409  0.09906939307   0.0079950867     0.03399006 
143          NO_ID  0.04775005522  0.01707844815    0.327890168   0.4151986484    0.112894767   0.1097265882    0.010152278    -0.06455165 
144          NO_ID  0.02340830202 0.003466519817   0.4313184918            0.5   0.1093308241    0.113712958   0.0050054435      0.1046215 
145          NO_ID  0.03327359859  0.04005258201   0.3849299979   0.4411747087           0.08  0.09771692856    0.011695499    -0.08853477 
146          NO_ID  0.04687560935  0.03378715244   0.4557864322   0.4894179076  0.09041601338    0.123559785    0.014162518    -0.15937221 
147          NO_ID  0.04056398902  0.03573911904   0.4482237672   0.4559530923   0.1128633554   0.1078512613    0.013167809    -0.13360411 
148          NO_ID  0.03629729025  0.03668019797   0.4849528862   0.4516285544   0.1281403915  0.08407022926     0.01268253    -0.12135607 
149          NO_ID              0  0.03098108676   0.3483541058   0.3769582881  0.09167083542   0.1383930289    0.005865891     0.11098626 
150          NO_ID   0.0338626399  0.04192985803   0.3226675229   0.3671034733   0.1084537194   0.1035312403    0.011868034    -0.09387726 
151          NO_ID  0.03771623909  0.03020195392    0.452127783            0.3  0.09718073489  0.08855249064    0.010484205    -0.07010573 
152          NO_ID   0.0445613403   0.0105425654            0.3    0.479828348   0.1321648201   0.1218387172   0.0088379402    -0.02488643 
153          NO_ID   0.0134497246  0.03301609943   0.3886463947   0.4279420264  0.09054111157  0.09731298684   0.0076099783     0.03695592 
154          NO_ID  0.02525963447  0.02285072198   0.3605030326            0.5  0.09252118417   0.1152560765   0.0078579551     0.01449952 
155          NO_ID   0.0340603701  0.01509840315   0.3113705938   0.4704604039  0.09233554983   0.1430322791   0.0077829375     0.01184314 
156          NO_ID   0.0364696539  0.02353596609    0.317689588   0.3223923555   0.1140033719   0.1300103429   0.0091813868    -0.03153646 
157          NO_ID  0.04490705795 0.007774397571   0.3896409597   0.3280377053  0.09773069085   0.1157919487   0.0083839446     -0.0124954 
158          NO_ID           0.05  0.02883572854   0.3256865833            0.5   0.1372012013   0.0937734859    0.013164517    -0.14031869 
159          NO_ID  0.02026623157   0.0341694467   0.3567481637            0.5  0.08528880436   0.1289586894   0.0094446642    -0.01697499 
160          NO_ID  0.01666058496   0.0389012343    0.449696357   0.4143111945  0.09366492029   0.1002872655    0.009237472    -0.01129627 
161          NO_ID  0.04980853295  0.02772120441   0.3694271611   0.4453263433   0.1051019097   0.1257049667    0.012829269     -0.1315335 
162          NO_ID           0.05  0.01909903892   0.4346319367   0.3073515482   0.1032660516  0.09363746223    0.010959752    -0.08816093 
163          NO_ID  0.04479300075   0.0410609674    0.474085606   0.4108250649   0.1131135108   0.1120228054    0.015063561    -0.17868006 
164          NO_ID           0.05 0.004719336773   0.3630594712   0.3536563576   0.1208436327   0.1314088323   0.0091296453    -0.03091002 
165          NO_ID  0.04928180169  0.02547481461   0.3970036203   0.3648565661   0.1015069082   0.1371200439    0.012233505    -0.11735749 
166          NO_ID  0.02397009178  0.01170193144   0.4772379646   0.3887354616   0.1163058216   0.1162036489   0.0062166508     0.06133929 
167          NO_ID  0.03279195783  0.03526371138   0.3672425111    0.312934582   0.1036586841   0.1450779901    0.010769432    -0.06776059 
168          NO_ID              0  0.03071691212   0.4692189096            0.5  0.09649764695   0.1227872719   0.0063163666      0.0971922 
169          NO_ID  0.04056881479  0.03532332642   0.3614414781            0.5  0.08484273202   0.1282573793    0.012777559     -0.1192916 
170          NO_ID  0.03261393231  0.03427172423   0.3554769349   0.4940054517   0.1494204976           0.15    0.012017814    -0.09551394 
171          NO_ID  0.02765151199              0   0.4657282749            0.3           0.15   0.1145789585    0.005628136     0.08416209 
172          NO_ID  0.03709499317  0.01453485437            0.3   0.3681874711  0.09764798451  0.09622607037   0.0075419545     0.01366502 
173          NO_ID  0.03878529459              0    0.461612244   0.4054698619  0.09402965666  0.09043791887   0.0066659926     0.04205409 
174          NO_ID  0.04310743023  0.01932651568   0.4886123449   0.3192618931   0.1125194687   0.1079566747    0.010444519    -0.07259083 
175          NO_ID  0.02624902441  0.02921309701   0.3244274444   0.3178651477   0.1151301357   0.1105765496   0.0083852839    -0.00140363 
176          NO_ID   0.0448300916  0.04576269525   0.4823015907   0.4232536825   0.1159384961     0.12121607    0.016395185    -0.20382786 
177          NO_ID  0.03007646992  0.02940258154   0.4037280159   0.4588383384   0.1115939604  0.08024032725   0.0095609827    -0.03872502 
178          NO_ID  0.01926425893  0.01096677364   0.4186524101   0.4943449864  0.09731043123   0.1142778185   0.0053508617      0.0940927 
179          NO_ID  0.01547080157  0.02173236144   0.3642306073    0.456308048   0.1245462218   0.1118887888   0.0064418418     0.06493551 
180          NO_ID  0.03480218133  0.02556736705            0.3   0.4248915712   0.1254984613   0.1202763773   0.0095680486    -0.04060513 
181          NO_ID  0.02827908894   0.0144808585   0.3353194145   0.3973632944   0.1010552196   0.1002334978   0.0065691904     0.04825598 
182          NO_ID           0.05  0.02950347459   0.4629669284            0.5   0.1211747302  0.09971220159    0.014089393    -0.16271317 
183          NO_ID  0.03977666709  0.03637278614   0.4991222342   0.4433696202   0.1204735786   0.1213210831    0.013715364    -0.14630246 
184          NO_ID  0.02722971559 0.009509399412            0.3   0.4442658859   0.1034131448   0.1365760684   0.0060269246     0.07042652 
185          NO_ID 0.006077315784  0.02150097122   0.3593050341   0.4745201999   0.1057044452   0.1286519644   0.0053792186     0.11280873 
186          NO_ID  0.02256363954  0.03432371668   0.3821302901   0.4457584971  0.08442517693  0.09837382831    0.009141135    -0.01562208 
187          NO_ID  0.04496819068  0.03219990645   0.3227180875   0.4923735353   0.1268277444   0.1461095419    0.013437582    -0.13998985 
188          NO_ID  0.04607925372  0.03115405433   0.3498105551   0.4229744596   0.1083947704           0.15    0.012978984    -0.13036263 
189          NO_ID  0.03274354222  0.01432629008   0.3723410441   0.4303766531    0.112209014   0.1186289627     0.00759516      0.0147306 
190          NO_ID  0.03235366907  0.03940121971   0.4202572846   0.4063312625  0.09062819514   0.1317831531    0.011981753    -0.09460366 
191          NO_ID              0   0.0282422357   0.4549932213   0.4946565381           0.08   0.1259711897   0.0058113905     0.11168063 
192          NO_ID  0.01435970629  0.02077504374            0.3    0.460425311   0.1193313535   0.1123561287   0.0060824505     0.07825536 
193          NO_ID   0.0410982216   0.0347093954   0.3488896581            0.5    0.127707443           0.08    0.012647209    -0.12125432 
194          NO_ID   0.0453374669 0.009739421276   0.3456527101    0.365669161  0.08911571258   0.1131867541   0.0084313471    -0.01472098 
195          NO_ID  0.04513760046  0.04015507644   0.4225172483   0.4620755453  0.09855819526   0.1326724572     0.01507963    -0.17545068 
196          NO_ID  0.04003018695  0.02660415037   0.3448936364   0.3695141767   0.1112317789   0.1425556951    0.010660561    -0.07184863 
197          NO_ID  0.04833254497  0.02261810507   0.3260028217   0.4364157118   0.1228446555   0.1071981777    0.011255626    -0.09361553 
198          NO_ID           0.05  0.02672776747   0.3544009022   0.4549069663   0.1233145696   0.1414319075    0.013029588    -0.13544631 
199          NO_ID           0.05   0.0238732621   0.3690505829            0.5   0.1139389401  0.09678360696    0.012100866    -0.11560947 
200          NO_ID  0.03053902803  0.02904844277   0.4050131883            0.3  0.09919410793   0.1042924988   0.0090457499    -0.02595824 
201          NO_ID  0.04336265924  0.02929646733   0.3470562452   0.4600034303  0.09320646843   0.1374982606    0.011953644    -0.10456216 
202          NO_ID  0.03887771662  0.03010066171   0.3380888633   0.3356456913  0.08854182064   0.1168262224    0.010201799    -0.06039464 
203          NO_ID  0.02417844707   0.0131199317    0.336120397   0.3599007709  0.09074451798   0.1197202912   0.0058944598     0.07423821 
204          NO_ID 0.003523716562  0.02687176615   0.3448970272   0.3890365815           0.08   0.1361407417   0.0055722622     0.11261696 
205          NO_ID  0.03490890007 0.006873459622   0.3612488909     0.41303416   0.1469806021    0.111910523   0.0070719281     0.03216514 
206          NO_ID  0.03241530382  0.03396602746   0.3821490781   0.4248396029           0.08  0.08789632382    0.010212738    -0.05473936 
207          NO_ID           0.05  0.03284098102   0.3803203594   0.4971878938  0.09987783397   0.1408336451    0.014476609    -0.16653043 
208          NO_ID  0.03203633211  0.03411607553   0.3920860366            0.3   0.1132102958   0.1183624586    0.010268932    -0.05687833 
209          NO_ID  0.01584963878  0.02884357813    0.320438798   0.4830983105  0.08092610934   0.1250369667   0.0075741047     0.03712708 
210          NO_ID  0.01519988288  0.02208786248    0.434972079    0.410924847  0.09489725029  0.09713082454   0.0061191721     0.07277307 
211          NO_ID  0.03125623522  0.03312222705   0.4328084076            0.3   0.1056803364  0.09015100282   0.0098600779    -0.04819858 
212          NO_ID  0.01418531184  0.02792171366   0.4096626669   0.3442477728  0.09847447672   0.1064636567   0.0066956906     0.05907431 
213          NO_ID  0.04636817551 0.008131875459   0.3411285515   0.3747237454  0.08723347452   0.1049291519   0.0082101943    -0.00844115 
214          NO_ID  0.03947037017  0.00245785891   0.3375994078   0.4280762272  0.09349095532   0.1239749648   0.0066832798     0.04399911 
215          NO_ID           0.05 0.002398599923   0.3933291972   0.4304452523   0.1156880724   0.1314132069   0.0089762677    -0.02587426 
216          NO_ID           0.05  0.04680943093   0.4650617863   0.3912931625   0.1199224901   0.1084104113    0.017221062    -0.22629035 
217          NO_ID           0.05  0.01611805047   0.4194279809   0.3166797127   0.1146471682  0.09180646865    0.010604514    -0.07776344 
218          NO_ID  0.04855892547  0.03198920157   0.4736002627   0.4940043195   0.1367748313   0.1051201299    0.014725986    -0.17608976 
219          NO_ID  0.04441581281  0.02027148019    0.473298508   0.3191139858    0.105845137     0.11209274    0.010747145    -0.08072716 
220          NO_ID  0.01598167369  0.01267257226   0.3240181662   0.4937844396  0.08796945217   0.1024828227   0.0048999186     0.11300123 
221          NO_ID  0.02718575722  0.01909692016   0.3163228154            0.3           0.15   0.1232582031   0.0073859082     0.02582622 
222          NO_ID  0.02780229126  0.02190234602   0.3386025022   0.3814620474   0.1018333003   0.1117839007   0.0076950626     0.01511794 
